;Ragione socialeCaratteri latini;Codice ISO paese;Ultimo anno disp.;"Totale valore della produzione
migl USD"
4655.;KANGNAM JEVISCO COATINGS (KUNSHAN) CO., LTD.;CN;2022;132.798
4656.;NAFAS BAJAKIMIA SDN. BHD.;MY;2022;132.742
4657.;PENGZE XINGDA CHEMICAL CO., LTD.;CN;2014;132.731
4658.;TOA-DOVECHEM INDUSTRIES CO LTD;TH;2022;132.684
4659.;XUZHOU BATIAN ECOLOGICAL CO., LTD.;CN;2022;132.675
4660.;HOUCHENG TECHNOLOGY (NANTONG) CO., LTD.;CN;2022;132.635
4661.;STEARINERIE DUBOIS FILS;FR;2022;132.619
4662.;SHANDONG HUAFENG FERTILIZER CO., LTD.;CN;2022;132.544
4663.;NATURELLE LLC;AE;2020;132.477
4664.;NANJING JINLING PLASTIC AND PETROCHEMICAL CO., LTD.;CN;2019;132.394
4665.;CHONGQING ZHAOYANG GAS CO., LTD.;CN;2022;132.365
4666.;ZHISHENG (HUIZHOU) PETROCHEMICAL CO., LTD.;CN;2017;132.346
4667.;YANGZHOU CHENHUA NEW MATERIAL CO., LTD.;CN;2023;132.319
4668.;VYNOVA PPC SAS;FR;2021;132.274
4669.;VIETNAM POLYSTYRENE COMPANY LIMITED;VN;2022;132.262
4670.;GIVAUDAN DO BRASIL LTDA.;BR;2022;132.257
4671.;ORION ENGINEERED CARBONS LTDA.;BR;2022;132.257
4672.;CHANGSHU 3F FLUOROCHEMICAL INDUSTRY CO., LTD.;CN;2022;132.221
4673.;INEOS RAFNES AS;NO;2022;132.072
4674.;SAN-DIA POLYMERS (NANTONG) CO., LTD.;CN;2022;132.007
4675.;PCS PHOSPHATE CO INC;US;2022;132.000
4676.;KAUP SEED & FERTILIZER;US;2022;132.000
4677.;LANKWITZER LACKFABRIK GMBH;DE;2022;131.998
4678.;TSC CO.,LTD;KR;2023;131.954
4679.;YANTAI NEW ERA HEALTH INDUSTRY CHEMICAL COMMODITY CO., LTD.;CN;2014;131.933
4680.;JIANGSU JINJI INDUSTRIAL CO.,LTD.;CN;2023;131.890
4681.;CHINA BLUESTAR HARBIN PETROCHEMICAL CO., LTD.;CN;2022;131.867
4682.;GUANGZHOU HIRP CHEMICAL CO., LTD.;CN;2015;131.826
4683.;TONGLIAO MINGZHOU CHEMICAL CO., LTD.;CN;2014;131.748
4684.;LEIYANG YAODA INDUSTRIAL GAS INDUSTRY CO., LTD.;CN;2011;131.638
4685.;FINCHIMICA S.P.A.;IT;2022;131.607
4686.;SANYO COLOR WORKS, LTD.;JP;2022;131.570
4687.;AKZO NOBEL PAINTS (GUANGZHOU) LIMITED;CN;2022;131.549
4688.;KAO CHEMICAL CORPORATION SHANGHAI;CN;2021;131.543
4689.;BEIERSDORF CONSUMER PRODUCTS (PTY) LTD;ZA;2016;131.536
4690.;KCC CHEMICAL (KUNSHAN) CO., LTD.;CN;2022;131.359
4691.;HUNAN HENGGUANG TECHNOLOGY CO.,LTD.;CN;2023;131.331
4692.;ETERNAL SPECIALTY MATERIALS (ZHUHAI) CO., LTD.;CN;2022;131.322
4693.;VEOLIA WATER TECHNOLOGIES & SOLUTIONS BELGIUM;BE;2022;131.285
4694.;SOLVAY PEROXYTHAI LTD;TH;2022;131.256
4695.;UNIVAR SOLUTIONS MEXICO;MX;2021;131.204
4696.;NINGJIN COUNTRY JINSHAN CHEMICAL INDUSTRY CO.,LTD;CN;2014;131.179
4697.;CHENGDE YINGKE FINE CHEMICAL CO., LTD.;CN;2022;131.125
4698.;DONGYING SHIDA SHINGHWA NEW MATERIALS CO., LTD.;CN;2022;131.110
4699.;TAKASAGO EUROPE PERFUMERY LABORATORY;FR;2022;131.093
4700.;SHANDONG PROVINCE LINYIWEIER CASTING CO.,LTD;CN;2014;131.076
4701.;LUBRIZOL JAPAN LIMITED;JP;2023;131.069
4702.;MAPEI POLSKA SP. Z O.O.;PL;2022;131.052
4703.;JIANGSU GUANLIAN NEW MATERIAL TECHNOLOGY CO.,LTD.;CN;2021;131.050
4704.;EURENCO FRANCE SAS;FR;2022;131.045
4705.;MIDLAB CORPORATION;US;2022;131.000
4706.;SMOOTH-ON, INC.;US;2022;131.000
4707.;HYOSUNG SPANDEX (ZHUHAI) CO., LTD.;CN;2021;130.988
4708.;JIANGYIN HUASHENG POLYMER CO., LTD.;CN;2022;130.947
4709.;AVENTINE RENEWABLE ENERGY, INC.;US;2014;130.937
4710.;WEIFANG YAXING CHEMICAL CO.,LTD.;CN;2023;130.930
4711.;SHANG HAI GAO QIAO - BA SI FU FEN SAN TI YOU XIAN GONG SI;CN;2014;130.865
4712.;TIANJIN JIETAI CHEMICAL CO., LTD.;CN;2014;130.741
4713.;KYOWA CHEMICAL INDUSTRY CO.,LTD.;JP;2022;130.628
4714.;SIRIAC S.R.L.;IT;2022;130.558
4715.;ZHEJIANG DAYANG BIOTECH GROUP CO., LTD.;CN;2023;130.464
4716.;SHENZHEN GEFUSI TECHNOLOGY DEVELOPMENT CO., LTD.;CN;2019;130.447
4717.;TANSAN INDUSTRIA QUIMICA LTDA;BR;2022;130.341
4718.;RED SURCOS S.A.;AR;2023;130.299
4719.;SICHUAN HUATIE VANADIUM AND TITANIUM TECHNOLOGY CO., LTD.;CN;2014;130.292
4720.;TULSI DYECHEM PRIVATE LIMITED;IN;2021;130.279
4721.;YINGKE NEW MATERIALS CO., LTD.;CN;2022;130.246
4722.;SANCHEZ;MX;2023;130.105
4723.;MACDERMID ENTHONE GMBH;DE;2021;130.090
4724.;LABORATOIRES VENDOME;FR;2002;130.082
4725.;WUHAN CHUANGJIE GONGMAO XIHUA CO.,LTD.;CN;2022;130.061
4726.;INNER MONGOLIA YIDONG GROUP JIUDING CHEMICAL CO., LTD.;CN;2022;130.060
4727.;TANAC SA;BR;2019;130.057
4728.;SUN CHEMICAL PIGMENT GMBH;DE;2022;130.010
4729.;ORTEC INC;US;2019;130.000
4730.;ELKEM SILICONES USA CORP.;US;2022;130.000
4731.;JIANGSU SANJILI CHEMICAL CO., LTD.;CN;2020;129.993
4732.;FINNFEEDS OY;FI;2022;129.849
4733.;PERSTORP CHEMICALS GMBH;DE;2022;129.820
4734.;SADEPAN CHIMICA;BE;2022;129.799
4735.;ZIBOZICHUAN DISTRICT LONGQUANSHEHUI WELFARE CHEMICAL CO.,LTD;CN;2014;129.711
4736.;EL MOHANDES MOHAMMED MAHMOUD KASEM ABULKHEIR AND PARTNERS;EG;2023;129.696
4737.;EGE KIMYA SANAYI VE TICARET ANONIM SIRKETI;TR;2022;129.672
4738.;INFINEUM BRASIL LIMITADA;BR;2022;129.653
4739.;OHYOUNG  CO.,LTD;KR;2023;129.511
4740.;SHANDONG LEHUA PAINT CO., LTD.;CN;2014;129.489
4741.;ZIYANG SAITE CHEMICAL INDUSTRY CO.,LTD;CN;2014;129.405
4742.;BEIJING HAUER CO. LTD.;CN;2006;129.332
4743.;FERTILSUD SRL;IT;2022;129.324
4744.;DONGNAM CHEMICAL CO.,LTD.;KR;2023;129.302
4745.;WEIFANG YUHONG WATERPROOF MATERIAL (GROUP) CO., LTD.;CN;2021;129.271
4746.;AKZO NOBEL ADHESIVES AB;SE;2022;129.263
4747.;FUJIMOTO CHEMICALS CO.,LTD.;JP;2022;129.240
4748.;JIANGSU SANMEI CHEMICAL CO., LTD.;CN;2022;129.199
4749.;CHEMICREA (JIANGSU) CO., LTD.;CN;2014;129.196
4750.;S I GROUP - UK, LTD;GB;2022;129.149
4751.;ABO ZAABAL FERTILIZER & CHEMIAL CO. (S.A.E);EG;2008;129.079
4752.;CITADEL PLASTICS HOLDINGS INC;US;2014;129.050
4753.;SHANXI BEIFANG XING'AN CHEMICAL INDUSTRY CO., LTD.;CN;2020;129.013
4754.;KING INDUSTRIES INC;US;2022;129.000
4755.;MFG CHEMICAL, LLC;US;2022;129.000
4756.;HILL BROTHERS CHEMICAL COMPANY;US;2022;129.000
4757.;LANXESS SOLUTIONS ITALY S.R.L.;IT;2022;128.981
4758.;ZHEJIANG RUIHUA CHEMICAL CO., LTD.;CN;2022;128.884
4759.;TPV COMPOUND S.P.A.;IT;2022;128.798
4760.;PIGEON MANUFACTURING (SHANGHAI) CO., LTD.;CN;2022;128.646
4761.;TOTALENERGIES POLYMERS ANTWERP;BE;2023;128.603
4762.;TOKAI ERFTCARBON GMBH;DE;2022;128.575
4763.;MAPEI FRANCE;FR;2022;128.543
4764.;CCI CORPORATION;JP;2022;128.536
4765.;SODA CRIMEA PLANT;UA;2023;128.528
4766.;NANTONG LITONG CHEMICAL INDUSTRY CO., LTD.;CN;2014;128.515
4767.;TAIXING JINYUN DYESTUFF CO., LTD.;CN;2022;128.506
4768.;JIANGXI ELECTROCHEMICAL ZHONGDA CHEMICAL CO., LTD.;CN;2014;128.455
4769.;DP LUBRIFICANTI - S.P.A.;IT;2022;128.454
4770.;KOEI CHEMICAL COMPANY LIMITED;JP;2023;128.443
4771.;ADUBOS SUDOESTE LTDA;BR;2022;128.424
4772.;HAUPT PHARMA LATINA S.R.L.;IT;2023;128.316
4773.;TONGLIAO JINMEI CHEMICAL CO., LTD.;CN;2022;128.107
4774.;SAATI AMERICAS CORP;US;2022;128.000
4775.;DUGAN PRODUCTION CORP.;US;2022;128.000
4776.;ECOLAB S.R.L.;IT;2023;127.992
4777.;ADVANCED BIOENERGY, LLC;US;2019;127.991
4778.;BATIAN SINUSIA ENGINEERING INCORPORATED CORPORATION SONGGANGFEN;CN;2007;127.990
4779.;JAPAN CARLIT CO.,LTD.;JP;2022;127.944
4780.;VALIANT ORGANICS LIMITED;IN;2022;127.930
4781.;HANGZHOU FLARIANT CO.,LTD.;CN;2023;127.928
4782.;SIKA COLOMBIA S A S;CO;2023;127.917
4783.;XINJIANG ZHONGNENG WANYUAN CHEMICAL CO., LTD.;CN;2020;127.839
4784.;ZHEJIANG ZHONGRUN ENERGY CO., LTD.;CN;2021;127.824
4785.;EVERGROW FOR SPECIALIST FERTILIZERS COMPANY SAE;EG;2021;127.705
4786.;ZHEJIANG JINKE HOUSEHOLD CHEMICAL MATERIALS CO., LTD.;CN;2022;127.691
4787.;XI`AN CARBON MATERIALS CO., LTD.;CN;2022;127.673
4788.;ANHUI RUIRAN BIOPHARMACEUTICAL FERTILIZER TECHNOLOGY CO., LTD.;CN;2022;127.671
4789.;JINZHOU JIANAFEN FERTILIZER CO., LTD.;CN;2021;127.617
4790.;SHANDONG SHIAN CHEMICAL CO., LTD.;CN;2014;127.570
4791.;JIYUAN WANYANG FERTILIZER CO., LTD.;CN;2022;127.536
4792.;GUANGZHOU KWANGFENG INDUSTRIAL CO., LTD.;CN;2022;127.480
4793.;ZHEJIANG BOAO NEW MATERIALS CO., LTD.;CN;2022;127.439
4794.;DONGBANG AGRO CORPORATION;KR;2023;127.404
4795.;AZOT PRIVATE JSC AT;UA;2023;127.400
4796.;SANNOPCO LIMITED;JP;2022;127.360
4797.;MANALI PETROCHEMICALS LIMITED;IN;2023;127.319
4798.;ZHE JIANG JIN KE GUO YANG HUA WU GU FEN YOU XIAN GONG SI;CN;2016;127.210
4799.;FOSHAN SANSHUI DELTA CHEMICAL CO., LTD.;CN;2014;127.138
4800.;ZHONGXIANG CHUZHONG PARKERISING CO., LTD.;CN;2016;127.073
4801.;IFFCO (MALAYSIA) SDN BHD;MY;2022;127.064
4802.;NEXAIR;US;2018;127.000
4803.;THE NATIONAL COLLOID COMPANY;US;2022;127.000
4804.;PLASTICS GROUP OF AMERICA;US;2022;127.000
4805.;SEPRO CORPORATION;US;2022;127.000
4806.;CHUGOKU MARINE PAINTS (SHANGHAI) LTD.;CN;2022;126.971
4807.;INTERNATIONAL FAERG AKTIEBOLAG;SE;2022;126.906
4808.;COLGATE PALMOLIVE DEL ECUADOR SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL;EC;2022;126.829
4809.;AVON COSMETICS MANUFACTURING;MX;2021;126.815
4810.;NANJING YANGZI PETROCHEMICAL REFINERY CO., LTD.;CN;2016;126.786
4811.;JIANGSU GUANGMING GROUP COMPANY;CN;2007;126.777
4812.;SHAHE LONGXING FINE CHEMICAL CO., LTD.;CN;2022;126.707
4813.;SILKROAD C & T CO.,LTD;KR;2023;126.673
4814.;YUNNAN YUNWEI COMPANY LIMITED;CN;2023;126.666
4815.;PANJIN HUIMING INDUSTRIAL CO.,LTD;CN;2014;126.622
4816.;SULAN INDUSTRIA E COMERCIO LTDA;BR;2022;126.507
4817.;QINGYANG CHANGQING DOWNHOLE OILFIELD AUXILIARY CO., LTD.;CN;2020;126.507
4818.;SICHUAN XINDA VISCOSE TECHNOLOGY;CN;2014;126.448
4819.;UNOSANSO CO.,LTD;JP;2022;126.446
4820.;ICAP-SIRA CHEMICALS AND POLYMERS S.P.A. - (ICAP-SIRA S.P.A.);IT;2023;126.428
4821.;HA ITALIA S.P.A.;IT;2022;126.408
4822.;NANTONG ZHENXIN FINE CHEMISTRY CO.,LTD;CN;2014;126.375
4823.;EBH SPANDEX CO., LTD.;CN;2014;126.323
4824.;SAN MARCO GROUP S.P.A.;IT;2022;126.303
4825.;HEBEI BRILLIANT CHEMICAL CO., LTD.;CN;2014;126.276
4826.;SHANDONG ZHIDA CHEMICAL INDUSTRY CO., LTD.;CN;2014;126.266
4827.;ASHLAND INDUSTRIES DEUTSCHLAND GMBH;DE;2022;126.266
4828.;AL KOUT INDUSTRIAL PROJECTS CO. K.S.C.P.;KW;2022;126.264
4829.;JIANGXI PROVINCE XINGLAN CHEMICAL INDUSTRY CO.,LTD;CN;2014;126.231
4830.;YAMAICHI CHEMICAL INDUSTRIES CO.,LTD.;JP;2023;126.153
4831.;HIRA POWER AND STEELS LIMITED;IN;2022;126.130
4832.;NITROERG S.A.;PL;2022;126.119
4833.;LECHLER S.P.A.;IT;2022;126.084
4834.;KANEKA (MALAYSIA) SDN. BHD.;MY;2022;126.057
4835.;WORTHEN INDUSTRIES II, INC.;US;2022;126.000
4836.;THE DALLAS GROUP OF AMERICA, INC;US;2022;126.000
4837.;PARIJAT INDUSTRIES (INDIA) PRIVATE LIMITED;IN;2022;125.922
4838.;LEPING DAMING CHEMICAL CO., LTD.;CN;2014;125.887
4839.;HENAN XINGYANG LIULING GROUP CO,.LTD;CN;2014;125.881
4840.;GLAXOSMITHKLINE CONSUMER HEALTHCARE SDN. BHD.;MY;2022;125.847
4841.;ARKEMA (SUZHOU) POLYAMIDES CO., LTD.;CN;2021;125.788
4842.;ZHEJIANG UDRAGON BIOSCIENCE CO., LTD.;CN;2022;125.778
4843.;ASTOTEC AUTOMOTIVE GMBH;AT;2022;125.776
4844.;POLYNT COMPOSITES UK II LIMITED;GB;2022;125.745
4845.;AMPACET BELGIUM;BE;2022;125.732
4846.;TIANJIN TALENTINE CARBON PRODUCTS LIMITED BYSHARE.,LTD;CN;2022;125.655
4847.;SHANDONG YANYE SCIENCE AND TECHNOLOGY DEVELOPMENT COMPANY COASTAL SALT FACTORY;CN;2014;125.638
4848.;INVESA S A;CO;2023;125.608
4849.;MELTEM KIMYA VE TEKSTIL SANAYI ITHALAT IHRACAT VE TICARET ANONIM SIRKETI;TR;2022;125.518
4850.;"DAP2 A_"" VINACHEM JOINT STOCK COMPANY";VN;2022;125.467
4851.;SHANDONG BROTHER SCI. & TECH. CO., LTD.;CN;2022;125.444
4852.;INQUIDE SA;ES;2022;125.421
4853.;R.M.CHEMICALS PVT LTD;IN;2021;125.390
4854.;WUHAI JUNZHENG CHEMICAL INDUSTRY CO.,LTD;CN;2009;125.318
4855.;SHINTO PAINT COMPANY LIMITED;JP;2023;125.316
4856.;JOINT-STOCK COMPANY STERLITAMAK PETROCHEMICAL PLANT;RU;2020;125.249
4857.;THAI BINH INVESTMENT TRADING CORPORATION;VN;2022;125.232
4858.;NINGBO ZHETIE JIANGNING CHEMICAL CO., LTD.;CN;2020;125.227
4859.;HENKEL ADHESIVE TECHNOLOGIES VIETNAM CO., LTD;VN;2022;125.210
4860.;JINGLONG INDUSTRY AND COMMERCE GROUP CO., LTD.;CN;2014;125.174
4861.;JINLING ALIANCYS RESINS CO., LTD.;CN;2022;125.170
4862.;QINGZHOU HONGYUAN PLASTIC CO., LTD.;CN;2014;125.155
4863.;NOPA NORDIC A/S;DK;2023;125.148
4864.;KANGWAL POLYESTER CO LTD;TH;2022;125.093
4865.;COSACO GMBH;DE;2022;125.083
4866.;BEIJING GUFENG CHEMICAL PRODUCTS CO., LTD.;CN;2015;125.077
4867.;KWIZDA AGRO GMBH;AT;2022;125.020
4868.;INTERNATIONAL PAINT OF SHANGHAI COMPANY LIMITED.;CN;2022;125.015
4869.;DERIVADOS DEL FLUOR SOCIEDAD ANONIMA;ES;2022;125.009
4870.;ACE ETHANOL, LLC;US;2022;125.000
4871.;TOPIDERM INC.;US;2022;125.000
4872.;VIET NAM YELLOW PHOSPHORUS CO.,LTD;VN;2022;124.954
4873.;JOINT STOCK COMPANY ARNEST;RU;2023;124.926
4874.;PRODUCTOS INNOVADOR;MX;2023;124.904
4875.;SAHARA PETROCHEMICALS COMPANY (SAUDI JOINT STOCK COMPANY);SA;2018;124.897
4876.;LORD CHEMICAL (SHANGHAI) CO., LTD.;CN;2021;124.867
4877.;PUROLITE (CHINA) CO., LTD.;CN;2021;124.827
4878.;JOINT STOCK COMPANY METACLAY;RU;2021;124.826
4879.;ACHESON & ACHESON LIMITED;GB;2022;124.789
4880.;LANXESS - INDUSTRIA DE PRODUTOS QUIMICOS E PLASTICOS LTDA.;BR;2017;124.789
4881.;SHANXI TIANZHUSHAN CHEMICAL INDUSTRY CO., LTD.;CN;2014;124.769
4882.;SHANGHAI CABOT CHEMICAL CO., LTD.;CN;2020;124.635
4883.;HUANGSHAN SHENJIAN NEW MATERIALS CO., LTD.;CN;2021;124.526
4884.;CALIBRE CHEMICALS PRIVATE LIMITED;IN;2022;124.498
4885.;BASEL ADVANCED POLYOLEFINS (SUZHOU) CO., LTD.;CN;2022;124.425
4886.;XING GUANG PHOSPHORUS CHEMICAL CO DANG YANG HUBEI CHINA;CN;2014;124.421
4887.;SALCHI METALCOAT S.R.L.;IT;2022;124.380
4888.;RUDONGDONGSHENG RESIN  CO.,LTD;CN;2014;124.376
4889.;TIANJIN LG BOTIAN CHEMICAL CO., LTD.;CN;2022;124.334
4890.;DANDONG WUXING CHEMICAL FIBRE AND TEXTILE (GROUP) CO., LTD.;CN;2015;124.328
4891.;MITSUI ADVANCED COMPOSITES (ZHONGSHAN) CO., LTD.;CN;2018;124.198
4892.;VALTRIS SPECIALTY CHEMICALS LIMITED;GB;2022;124.167
4893.;ZHEJIANG JIABAO POLYESTER CO., LTD.;CN;2022;124.144
4894.;CHINA GREEN AGRICULTURE, INC.;US;2023;124.140
4895.;JOINT STOCK COMPANY NOVOTROITSK PLANT OF CHROMIUM COMPOUNDS;RU;2023;124.099
4896.;ECOLAB;MX;2020;124.046
4897.;ROCHE PRODUCTS (IRELAND) LIMITED;IE;2022;124.046
4898.;FMC (SUZHOU) CROP CARE CO., LTD.;CN;2022;124.043
4899.;AUTOMATED PACKAGING SYSTEMS INC;US;2018;124.000
4900.;CRANSTON PRINT WORKS COMPANY;US;2022;124.000
4901.;CORAL CHEMICAL CO;US;2022;124.000
4902.;HEBEI KAIDI AGROCHEMICAL GROUP;CN;2007;123.966
4903.;SUZHOU WUSHEN CHEMICAL FIBER CO., LTD.;CN;2021;123.961
4904.;GALSTAFF MULTIRESINE SPA;IT;2022;123.954
4905.;DEZHOU PETROCHEMICAL GENERAL PLANT;CN;2007;123.893
4906.;CHANGYI QINGFUYANYE CHEMICAL INDUSTRY  CO.,LTD;CN;2014;123.822
4907.;NEIJIANG YUNTONG PLASTIC DOSE ASSISTANT LIMITED COMPANY;CN;2014;123.814
4908.;WAH LEE INDUSTRIAL CORP. TAIPEI BRANCH;TW;1998;123.794
4909.;HANGUK CMC CO., LTD;KR;2023;123.773
4910.;SIKA INDIA PRIVATE LIMITED;IN;2022;123.724
4911.;CEPHEID AB;SE;2022;123.595
4912.;JAMMU PIGMENTS LIMITED;IN;2022;123.587
4913.;HAIRMA (NANTONG) TECHNOLOGY CO., LTD.;CN;2021;123.363
4914.;HOUGHTON (SHANGHAI) ADVANCED INDUSTRIAL MEDIA CO., LTD.;CN;2021;123.344
4915.;SHIJIAZHUANG DONGHUA JINLONG CHEMICAL INDUSTRY CO., LTD.;CN;2022;123.342
4916.;YIXING DANSON SCIENCE & TECHNOLOGY CO., LTD.;CN;2022;123.302
4917.;SIKA MEXICANA;MX;2023;123.300
4918.;SHANDONG XINYONGHUI CHEMICAL CO., LTD.;CN;2016;123.215
4919.;VINYL CHEMICALS (INDIA) LIMITED;IN;2022;123.151
4920.;AKTSIONERNOE OBSHCHESTVO SIBUR-KHIMPROM;RU;2023;123.147
4921.;NOXELL CORPORATION;US;2022;123.000
4922.;HALOCARBON, LLC;US;2022;123.000
4923.;TECHNICAL CHEMICAL LOGISTICS, LLC;US;2022;123.000
4924.;PROTECH CHEMICALS LTD;CA;2022;123.000
4925.;ORTEC INC;US;2022;123.000
4926.;SALERNO PACKAGING INC;US;2022;123.000
4927.;JAMES AUSTIN CO;US;2022;123.000
4928.;VITUSA PRODUCTS, INC.;US;2022;123.000
4929.;BRAND AROMATICS INC;US;2022;123.000
4930.;BLUE MOON (TIANJIN) CO., LTD.;CN;2021;122.944
4931.;OKONG CORPORATION;KR;2023;122.870
4932.;LIAOYANG HUAXING CHEMICAL PRODUCTS CO., LTD.;CN;2007;122.864
4933.;ZHAOQING DEQING SHANGPIN FINE CHEMICAL CO., LTD.;CN;2014;122.853
4934.;PPG INDUSTRIES DE MEXICO;MX;2021;122.844
4935.;NANTONG ADVANCE CHEMICALS CO., LTD.;CN;2020;122.837
4936.;ARKEMA MEXICO;MX;2020;122.804
4937.;GENLIDUO BIO-TECH CORPORATION LTD.;CN;2022;122.719
4938.;SHAN XI JIN HENG HUA GONG JI TUAN GU FEN YOU XIAN GONG SI;CN;2014;122.713
4939.;PPG COATINGS (WUHU) CO., LTD.;CN;2022;122.704
4940.;MOLTON BROWN LIMITED;GB;2022;122.695
4941.;JIANGSU RUIMEIFU INDUSTRY CO., LTD.;CN;2016;122.657
4942.;COTY MANUFACTURING UK LIMITED;GB;2023;122.653
4943.;GAOYAODADILINCHAN CHEMICAL INDUSTRY  CO.,LTD;CN;2014;122.648
4944.;TONGBAI COUNTRY HAIJINGJIANYE CO.,LTD;CN;2014;122.616
4945.;THREEBOND FINE CHEMICAL CO.,LTD.;JP;2022;122.608
4946.;LONGXIANG INDUSTRIAL CO., LTD.;CN;2022;122.595
4947.;YANZHOUNENGYUANYULINNENGHUA CO.,LTD;CN;2012;122.595
4948.;YANBIAN CHUNLEI BIOLOGICALS CO.,LTD.;CN;2014;122.501
4949.;SHANDONG LIRCON MEDICAL TECHNOLOGY CO., LTD.;CN;2022;122.493
4950.;SOCIETA' AZIONARIA PER L'INDUSTRIA CHIMICA ITALIANA S.A.P.I.C.I. S.P.A.;IT;2022;122.477
4951.;CHANGSHU POLYESTER CO., LTD.;CN;2022;122.474
4952.;FERTIPAR BANDEIRANTES LTDA;BR;2017;122.417
4953.;JIYANG JIBEI PETRO-CHEMICAL CO., LTD.;CN;2022;122.408
4954.;SHANDONG SANYI INDUSTRIAL CO., LTD.;CN;2022;122.383
4955.;TAIWAN SHISEIDO CO., LTD.;TW;2015;122.353
4956.;BEIJING DABAO COSMETICS CO., LTD.;CN;2021;122.352
4957.;ZHEJIANG TIANHE RESIN CO., LTD.;CN;2022;122.346
4958.;VINI COSMETICS PRIVATE LIMITED;IN;2021;122.319
4959.;QUIMOBASICOS;MX;2022;122.300
4960.;U-BOND TECHNOLOGY INC.;CN;2022;122.251
4961.;FACI ASIA PACIFIC PTE LTD;SG;2022;122.238
4962.;GODO SHIGEN CO., LTD.;JP;2023;122.143
4963.;CHEMICAL PRODUCTS CORPORATION;US;2022;122.000
4964.;MURPHY WALL PRODUCTS INTERNATIONAL, INC.;US;2022;122.000
4965.;HARTUNG BROTHERS, INC.;US;2022;122.000
4966.;KWAL MANUFACTURING;US;2015;122.000
4967.;SUN COATINGS LLC;US;2022;122.000
4968.;COOPER NATURAL RESOURCES INC.;US;2022;122.000
4969.;DEBORAH GROUP S.R.L.;IT;2022;121.861
4970.;CLEANSING SERVICE GROUP LIMITED;GB;2022;121.855
4971.;EMFI;FR;2022;121.821
4972.;HAYASHI PURE CHEMICAL,IND.,LTD.;JP;2022;121.815
4973.;THE VALSPAR (NANTES) CORPORATION SAS;FR;2022;121.811
4974.;SPA AFIA INTERNATIONAL ALGERIA;DZ;2016;121.790
4975.;FARROW & BALL LIMITED;GB;2022;121.771
4976.;ZHEJIANG KAIHUA SYNTHETIC MATERIAL LTD.;CN;2018;121.688
4977.;SELENIS PORTUGAL, S.A.;PT;2022;121.592
4978.;POND'S (INDIA) LTD. [MERGED];IN;1997;121.591
4979.;QINGHAI ZHONGHAO NATURAL GAS CHEMICAL CO., LTD.;CN;2014;121.524
4980.;NAN PAO RESINS VIETNAM COMPANY LIMITED;VN;2022;121.510
4981.;LIAOYUAN AITE CHEMICAL CO., LTD.;CN;2014;121.454
4982.;TETROSYL LIMITED;GB;2022;121.358
4983.;SUNLOUR PIGMENT TAIXING CO., LTD.;CN;2022;121.348
4984.;AKZO NOBEL INDUSTRIAL COATINGS AKTIEBOLAG;SE;2022;121.344
4985.;YILBOR BORU PLASTIK PETROL SANAYI VE TICARET ANONIM SIRKETI;TR;2022;121.300
4986.;POLSKI CYNK SP. Z O.O.;PL;2023;121.257
4987.;FUZHOU YAOLONG CHEMICAL INDUSTRY GROUP CORP.;CN;2022;121.248
4988.;ENDRESS + HAUSER (INDIA) PRIVATE LIMITED;IN;2022;121.168
4989.;NYLSTAR SA;ES;1995;121.157
4990.;CAMBREX KARLSKOGA AKTIEBOLAG;SE;2022;121.031
4991.;DREXEL CHEMICAL COMPANY;US;2022;121.000
4992.;GREEN MOUNTAIN CORPORATION;US;2022;121.000
4993.;COMAX MANUFACTURING CORP;US;2022;121.000
4994.;PVS-NOLWOOD CHEMICALS;US;2022;121.000
4995.;ZHUHAI JIAJINGJIE COSMETIC CO.,LTD;CN;2017;120.973
4996.;YASHILI PAINT (SUZHOU) CO., LTD.;CN;2022;120.901
4997.;THAI KANSAI PAINT CO LTD;TH;2022;120.842
4998.;QUIMI ROMAR SLU;ES;2022;120.795
4999.;DUKOL OSTRAVA, S.R.O.;CZ;2022;120.762
5000.;PPG INDUSTRIAL DO BRASIL - TINTAS E VERNIZES - LTDA.;BR;2022;120.757
5001.;POTASSIO DO BRASIL LTDA.;BR;2022;120.757
5002.;GUANGZHOU BLUE MOON INDUSTRY CO., LTD.;CN;2021;120.735
5003.;JIANGXI LIUGUO CHEMICAL CO., LTD.;CN;2016;120.728
5004.;SICHUAN XINYANGFENG FERTILIZER CO., LTD.;CN;2021;120.721
5005.;CNOOC HUAYUE CHEMICAL CO., LTD.;CN;2015;120.707
5006.;ZHEJIANG JIESHENG CHEMICAL INDUSTRY CO., LTD.;CN;2022;120.648
5007.;ZHEJIANG HUAJIAN NYLON CO., LTD.;CN;2022;120.644
5008.;RECKITT BENCKISER (BELGIUM)-REC- KITT BENCKISER HEALTHCARE (BELGIUM);BE;2022;120.578
5009.;SHANDONG HOTLAND CHEMICALS CO., LTD.;CN;2019;120.545
5010.;LAFANG CHINA CO.,LTD;CN;2023;120.343
5011.;ZHEJIANG JUHUA CO., LTD. ORGANIC FLUORINE FACTORY;CN;2019;120.253
5012.;IMERYS GRAPHITE & CARBON BELGIUM;BE;2022;120.210
5013.;IDEAL FIBRES & FABRICS WIELSBEKE;BE;2022;120.193
5014.;KAUSAR GHEE MILLS (PVT.) LIMITED;PK;2021;120.093
